item_id_a,item_id_b
1922216,94214
1940222,91736
1921304,105889
1929001,91837
1929458,91782
2775132,2683705
2068704,2011567
2778368,1090543
2267474,2682257
2753711,2682600
2258471,2136827
2261431,1084665
1932612,102536
1920568,952538
2273363,97982
1927054,1090441
1930791,92823
1923730,93650
2790713,951939
2054696,96727
1932608,99456
2077549,953178
2198064,2683695
2773304,2136687
361984,104884
1927151,96962
356540,105970
2054128,99692
1930937,958561
1929234,2683586
1925705,96796
1942966,105257
2790722,1086201
1917815,101786
1918958,101733
363574,104554
1924098,104703
1925554,94693
1935488,91776
599630,105710
1933039,102071
283277,102633
1915436,95431
1944697,2683570
2051286,104910
2054747,952734
2054212,92958
1913628,105356
1939604,100361
2051346,951673
2051594,103617
2055166,1090433
2077383,2029248
2218013,2683570
2198906,2683591
2053037,958088
1919071,101443
1933020,105633
2258153,92548
2257784,103599
2071223,100027
1932991,100398
1920307,94688
2055210,98410
2779057,953883
1939540,954476
1934569,100749
2065405,958603
1941671,92379
2387527,1727133
1939584,102406
2387532,96500
283109,91739
1944921,103683
2052337,92644
1930864,1715331
1915459,95706
1940869,93352
1917412,954207
599710,90098
1932970,105213
2068758,93089
284257,89206
1914596,96844
2051627,91835
1946169,93159
1916972,105947
1919612,92942
1941114,93216
2053660,97767
1940092,91445
1932617,103408
2054323,99256
2051334,98488
2051632,93097
2258650,95918
2054648,105326
379127,93243
1926734,94892
1930777,91716
2068638,100196
1934426,97093
1940224,92619
1930589,92000
1930776,92069
1932979,98509
2069382,105928
1943394,94165
2065601,92932
1933723,88985
285099,100569
1928672,98731
1940871,95056
1941111,93126
1930828,1090274
2054760,97936
1915066,93966
584268,89325
283112,91926
356386,95723
1929721,93385
2051615,103617
2054766,91823
2054763,92905
1943206,101744
1940109,103192
1944691,105369
285102,98240
1944703,105372
1930884,100637
1950445,954653
957717,88852
1915666,98494
1941620,104999
1917041,1727133
2054447,92256
1942034,97607
2089122,104975
2065025,99292
362544,102607
1942695,95075
2194188,92582
283218,91897
1938104,103931
1925937,92701
1938112,103945
1924557,95979
2054461,99644
2382491,2683972
1941144,953609
1930417,94524
283319,92841
1923225,1089590
1926801,95983
1912338,1094197
1925179,100626
284650,102965
283100,91838
1927251,102022
1940867,95298
2194542,1088175
1938101,102546
1934567,100827
1940218,91741
1934571,952016
2051498,97930
2070628,1722558
1912502,102739
600159,90870
1934573,104562
1938094,101434
1933008,103088
1938096,101680
1917788,1722559
2065398,952238
1921490,105413
284016,89285
1917800,99056
1942060,1089572
2067383,102995
1915651,1911988
1943449,951999
1947961,98602
284633,102282
1938114,98805
2066002,103617
1917803,99055
1933473,958157
1923727,94702
283592,89189
2258455,105558
361877,89208
367104,98871
2197831,96268
372165,92751
2384872,91421
2094388,1864947
1949122,104400
2069979,105671
2052118,105370
2052131,104392
1951702,1086223
2078014,100470
1935041,105724
1941315,952926
2078043,1091794
599609,105966
283138,96873
361432,102849
2775075,2143156
284427,95603
1912491,103902
2056356,102721
2791119,2139914
2273268,93580
2068973,103276
284520,103920
600041,94062
370118,96832
283006,102527
283114,95558
2260502,2682244
2203715,103045
1939167,951841
365348,952696
1923798,1089568
284475,104921
600158,1089271
2052584,101413
2052564,101401
363560,102046
283229,96914
2051298,1090226
2051324,951746
2200049,105568
2196789,2146631
2272493,2683739
2194607,101550
284549,101169
284823,102046
2055706,100378
1928476,1854361
2055997,951876
1915431,1091547
1920237,101756
2791136,2024937
2261450,1086942
2258651,103964
2069319,104937
2202786,2137893
2194186,87563
2065558,91800
1941701,954927
2082417,90807
2260672,2684218
2104744,1091940
2385527,2130732
1942460,103507
2070507,97072
1923451,1086943
2203782,952959
2065747,96889
2077875,954415
1925974,954080
2260855,89317
283082,105165
1943440,97457
283381,103041
1921506,102889
283051,87926
283139,97009
2112622,99629
363565,96983
284737,2030602
284734,95914
1949148,99670
2051675,99991
1949481,102377
1949433,103188
2051596,101828
1946833,94108
304533,92036
599672,95601
361516,1086934
365011,104042
599871,1089484
2218011,1863068
367399,952217
379271,2028445
284811,1086250
2054459,95938
2051556,97416
1939538,954339
2117129,952980
2068312,958605
2065651,1090657
1915877,958662
2392970,97497
1949121,95683
1927115,1854365
283227,104145
367708,100478
284850,104422
2052124,100147
2066366,98002
2194321,2136686
2196704,1086932
2196679,953080
2065625,105306
2272652,1089794
1944313,95410
1939833,102962
283249,92572
283257,91299
1930551,91781
914308,100912
2272727,2684199
2260687,90709
2195993,95853
600108,99671
304540,105426
1917481,98578
599662,95488
283450,94970
2194497,2683856
584356,2157482
285010,951833
379088,952537
2194586,105566
914320,95527
356598,1720958
283286,91308
283788,953468
2201404,1091946
2273232,2683959
284676,1085971
584460,1090320
363790,2012889
599883,91876
363482,104787
283133,104705
1938120,97137
957592,1087830
2065383,1084638
2051279,100398
1921498,953776
2791167,104004
2791149,105144
2199221,97885
1937528,951731
2258412,1086303
2082405,91044
2266554,90420
2266727,89365
2266729,89668
1923555,1086934
2201362,1703493
2201627,101535
2758985,89363
2080805,91968
2054845,104797
2194348,1087005
2054208,93062
1938187,97164
1943291,105559
2055947,95486
2071025,1087813
1941870,97415
1942003,103388
2112479,1855958
2391803,97247
2077125,1083198
2393004,1092082
2194393,1086954
1920920,93775
2055775,97445
2055724,105902
1937546,952518
1943341,96839
1949564,1090221
1949557,103773
2052885,105507
1949801,98898
1949086,105511
1948989,1882673
2052859,102872
2052832,102064
2052935,96978
1949100,95668
1949531,101498
1951061,96827
2103070,99455
1950645,96843
1951552,104567
1929344,94383
1931819,93849
1943322,98115
1927144,102194
2053534,2021646
2056001,100896
1941765,104697
2056414,102849
1949586,95500
2252356,104358
2068906,100477
2202913,99130
2083260,98884
2056630,952880
2194324,2012709
2196633,1090303
1949072,953893
363064,953883
2053506,105436
2054843,95702
2065522,102479
1949059,103054
366946,105756
1934318,2138616
2071881,104342
2054924,98720
1946801,93766
2069834,103527
1926591,101205
1930779,112760
374822,105306
2067302,101823
2196242,95581
1919982,97895
2070975,958171
2196338,953431
283157,104387
2127666,1725341
363512,104789
2051447,1087821
1949257,104015
363583,97030
2065644,97229
599797,1865624
2194676,100987
2054494,95577
2069351,104703
373515,98249
283117,102158
283424,95507
283140,97009
1949566,96883
363641,1882673
284598,105563
284915,95702
1949511,95455
1949795,952014
2102810,102142
283234,105641
599832,93229
2071650,103625
1927075,97709
284593,105521
2196370,1087257
1948990,1882672
2052893,102189
599621,99215
2071654,98546
2065113,952247
1951608,91617
2054589,99432
600072,99419
284739,102270
1943147,91619
2068883,94819
2052496,104735
2386946,100389
2088424,103433
2052635,101414
2194095,2147151
2071117,1892659
2387058,952989
2387060,102714
2252901,97219
2055936,97702
1933318,100373
379324,1089611
2067871,2011600
600357,98467
1921523,100100
1924643,1090417
2083437,99546
2132853,95798
2052521,952988
2387219,958523
2052801,102301
1938530,101403
1939593,105631
2273828,2683789
284775,101081
2274393,102374
2083513,951691
371416,97062
1933502,952997
2122510,1084083
2052546,101290
2203113,102267
1933451,97613
2194057,952487
1919641,93264
2093434,97929
379176,958017
2201852,96751
2198907,2683571
1920317,953055
1919067,103976
1925089,100321
1932975,97586
1949109,102691
1939905,102609
2068202,98980
1925107,100320
1949732,96536
1934417,1087542
1931221,94451
1949332,2028216
1917738,99712
1943210,102959
283022,92127
2055160,91984
599684,95150
1923736,94867
2065181,93546
2749299,2685982
2088406,95133
1935489,91865
379307,88581
1941720,92602
1945758,95720
2066539,95152
957838,955082
1929511,92921
2068331,93478
1930488,104123
1941682,92966
1914850,104570
2053426,1859869
284738,1883956
1924645,1086929
362970,101512
2202884,1726385
2203716,952580
1920304,93865
1935621,93610
2202775,98210
2065802,103222
376371,99740
1948053,94499
2082786,105309
1948031,94800
2053814,101978
2051547,1100279
373354,103188
2087651,105191
283011,104219
2068634,98716
599620,100786
1946808,93380
599670,105665
1932996,100404
365012,93232
284491,96848
379259,101439
284868,95542
2105826,87866
1913073,98696
363784,94787
2054161,94612
283927,95933
584406,103728
283143,96081
1917432,93661
284506,1722536
584395,99204
370788,103480
1930760,92069
284266,2683579
2274336,95555
2748604,94104
364918,104818
365006,100086
1927153,102199
1944699,105375
283019,97961
1942095,94599
2068581,954282
368555,97779
369800,99047
1927588,93720
370390,100140
1944352,95106
957720,88953
284856,96514
285020,91987
2068154,93247
1946153,91510
1933855,958230
283213,93291
284955,93832
2052428,1083163
370732,102621
2387619,94424
2067301,1084145
2273893,2683960
284905,102691
363529,105518
283320,93158
957443,93061
2052424,955202
2052250,1083219
283808,92991
284805,2031062
1940083,91583
599667,953903
600058,99583
283056,94230
2197731,1091934
370539,1723405
1933000,100404
370997,2682530
1930171,98698
2065410,1090742
584470,1090317
2089861,103200
2203498,958964
2773250,104912
2089865,1089483
1947915,949928
2200806,100565
2077332,2685829
1938679,951698
2751147,87563
2087057,100503
2077234,952689
2120460,954426
1927040,93217
1943464,93122
1915879,91422
2122333,1091017
1951923,105347
2067720,102526
2068869,101620
2082002,93719
1929209,100995
2074546,104564
2067556,1084080
2071265,99517
2082614,93085
2089096,1088685
2068633,100897
1949244,99484
2077161,96824
2082043,94083
283822,95087
1941837,1895463
1916971,1866384
2088913,102082
2054162,94609
1914891,101642
1923454,104923
1944837,955179
2122239,2683860
1949877,97071
2067757,102571
2112521,1084365
2082489,89491
2088389,955519
2082399,90467
2088683,1091038
2081257,955532
2082441,89498
2088750,104133
361898,98437
2088013,89717
2112007,955552
2088743,96075
2081266,89386
2088250,89760
2081182,955557
2067437,102838
2090269,104203
2051664,98363
1941092,104125
2081242,89430
2081070,89491
2380796,89677
2081245,90914
2080994,2683992
2088113,89243
2088364,1091344
2088370,2684305
2082151,101952
2089399,96786
2087488,87529
2089811,98510
2082362,105530
283828,92596
2082166,1090346
2087699,87921
2065772,98048
2240198,2038578
957654,954753
2082212,952815
2053229,2130735
2080987,952868
2080754,1084481
2056487,99419
2087734,101982
2081478,952260
2056560,101009
1949733,102275
364986,90622
584501,90170
2056605,953312
284367,99384
284447,92903
2087000,101535
2088301,2684157
584551,90890
2081160,2684166
2087069,94900
1920559,1084637
2086698,98857
1949993,97199
1944942,99589
2068859,97433
1925975,954024
2113131,97505
2067280,103183
1922251,95070
1949046,95511
362206,952502
2071234,101194
1940086,1884001
2054360,103190
1938160,98789
1942454,102347
1950422,1855958
2199583,101811
2054300,95527
1915763,1087328
2103273,1703246
2065225,93565
2197683,2030594
1915364,102841
1943461,1084642
2069090,953017
2052030,97226
2050945,99323
2053035,1863079
2065506,102479
2055958,98692
1949790,97594
2052385,91372
2067036,91515
1923477,103105
2089156,100565
1920193,103319
1923559,103560
1950874,105388
2200918,102519
2087584,106343
2756943,92798
2081265,89254
362540,102341
2201065,92799
2757415,1720965
2088196,1090704
373288,104331
1911145,87608
2110321,99589
1949615,99298
2199956,89330
2107061,1086963
2111185,104179
2204113,97785
2068918,100477
2197741,101195
2054991,1087163
2069179,92821
2111124,1090630
2074831,1090221
2069230,1894593
1942014,104560
1949160,98690
2052387,1083162
2257741,1883969
2257749,1895464
2257750,103017
2194482,2147681
2257831,1090384
2055711,953800
2257755,105991
2068919,100524
2257767,95784
2257919,2685861
2054566,952714
1924488,958660
2257787,103599
1949804,98907
2258022,1091713
1920250,105943
2194317,2137892
2258440,94841
2258491,1087361
2258527,1884024
2258619,101356
1945944,952531
2127702,96083
1930846,102970
2053552,954065
2258688,101269
2258687,103964
1949189,100451
2051761,1871380
2197738,101195
1919101,97706
2086788,94270
2087707,88147
2750111,1084709
2196230,95846
2260285,2685797
2260315,99511
2065633,103096
2077235,952689
1919106,1087808
2194242,1087042
2260518,1087249
2260513,1084722
2260463,93130
364341,104559
2196734,1726389
2194390,1086901
2384798,97445
2384799,95475
2258148,102744
2258244,97214
2258245,105123
2258539,1086959
2392557,102714
1917713,1854358
2387089,1087802
2075060,104107
1913125,97089
2201271,2685793
2051909,93826
1941483,94845
2747783,2683964
1917682,97302
2115164,98032
1933111,94476
2392583,102221
1925682,105150
2387186,103135
2387197,102183
2052646,91351
2262402,953070
1939580,102227
1949234,97089
1920286,101006
2054417,98124
1937543,1091942
2262733,105995
1921319,96893
2055162,91733
2052109,98033
2055948,103741
2199629,93801
1946967,99271
2089798,953566
2262920,101842
2262921,953580
1951646,102564
1947975,1867862
2056417,99794
379344,100324
584409,952669
2070592,104349
1940332,99620
2065186,95415
1931357,99096
2054211,93135
1940138,2684807
1940122,101086
1946011,102301
2068623,94781
1925529,93485
1918766,93019
1925543,954061
1929453,91820
2197773,954927
1922936,103258
1941719,92027
2051828,104192
1941140,99223
1914645,97885
1928531,102763
2068162,94817
2127485,103758
2194481,2683857
1924549,96078
284597,96939
1925049,106003
2051848,100242
1947614,1083235
2053071,98083
2067102,1084243
2067877,101715
283794,952514
1942789,95357
2052971,1086938
1942456,103428
1932186,93685
284620,98661
1931737,104595
1942730,100462
2067199,91945
1944742,92870
1922218,94847
1922067,1087834
1927045,92139
1916477,1091949
1922256,94851
1949611,95473
2054028,1090221
2068907,100421
2200036,1089605
1913624,101668
2387653,1084165
1916030,92712
2066508,91582
2066511,91464
2066506,91582
1947917,106155
2102930,106647
1938192,104195
1927094,103667
1938177,98005
1914849,104351
1943123,2018603
2055280,97155
1941965,96873
2065053,104358
1924324,103628
2387296,1858700
1928470,103313
1944930,99578
1927429,95596
1947972,101690
1921334,95893
2053669,99205
283281,98080
1928188,93367
1931821,93742
1947963,103835
1948029,93525
2065278,2147689
1944718,102464
1925155,1090870
2069386,96216
2055037,101137
1933006,102633
1940078,1882670
2387743,1086097
1929568,101701
1929582,96603
2392858,952654
2065545,954670
1923554,1722469
2387793,1854356
2051019,98077
2050942,97505
2067576,97155
2065425,1089630
284768,95481
2386642,96712
2386776,105119
2386497,103608
283442,1088816
2386773,1952586
2068737,104957
2127519,104873
1935042,954912
362318,92350
2386927,1084217
2071052,95623
2387329,97931
362222,2683895
1922715,1084084
1924508,102612
1939236,104817
2262724,1090472
369710,95566
2052845,104354
1943281,100237
1940335,100552
1930263,105646
2072044,105421
2054594,101620
2065655,96599
2202029,960261
1918535,2682291
1940077,1873548
1946600,952244
1924637,1703515
2067560,953117
1944388,105909
1931738,97107
2056363,98974
2065551,102479
2065996,92190
2077809,105019
1943589,96972
1930824,95475
1944981,953273
1931901,953670
2747743,1953528
2078075,2029578
2077168,95634
1925216,93821
2078186,1870831
2110811,92372
2119690,100521
2118795,1091940
1916489,101798
2065494,95777
2199834,97811
2051023,98081
2201365,93522
2757955,103405
2194233,1087005
1915382,103323
1948310,95630
2051259,951672
2121084,99141
2121085,105065
2260521,1884059
2204119,104999
2386850,102404
2067673,103545
2200640,96598
1918559,1084572
2087409,1084702
2087406,104266
2193975,2138730
2087400,101521
2093549,97047
2094569,96781
1934680,104075
1931964,2683893
2052610,102056
2261438,100356
2260550,95918
2266525,958585
374853,95694
1915458,1867009
1921302,104942
2067503,96756
1924326,102447
1925373,102297
1924110,99147
1950641,98353
1914790,94634
1950219,98421
2202065,96006
1915800,91343
1919316,1090621
2052698,91313
1951103,1087578
2076787,91907
2384886,1083187
1925703,105077
2051880,101974
1924460,1726428
2258405,94305
2051269,1090511
2087649,98035
1915873,91325
1915806,959373
2055892,100478
2053068,98078
2086711,1087569
1925046,100510
1925582,95753
2258411,94304
2051834,99910
1944924,1086290
1931227,1088113
1938188,97989
1944872,103852
1937862,1088803
2066218,1726375
2054225,94441
1944896,1086223
1949778,96577
2071522,99447
2270134,1089450
1912724,105568
1915762,1087329
2197682,952239
2386513,104067
2104728,103515
2267445,95116
2267467,100108
2386809,98407
2386810,96930
1925048,106003
2065444,97862
2071953,99508
284602,1089959
2267464,101212
2067746,105616
2066472,91672
1941636,104077
2067305,104679
1951033,103526
2069206,103833
2116356,956616
1918946,101754
2267599,105058
2053162,98793
1932434,96649
1912714,101072
2052907,99071
2273791,2683740
2054331,103275
2387157,100362
1946446,102344
2065185,1884006
1932976,102712
1916439,1091420
2070563,1092154
1920324,953148
2200664,958977
2069930,100948
1946799,93992
2258134,2683615
2077105,2143976
1916214,99151
1947598,91320
1915876,955229
2052539,91412
1924494,1089441
2052662,91292
2051223,1087329
1924328,1090347
1948998,102447
1948050,93489
1924548,100556
2068870,105391
1928080,953229
1915361,104323
1927044,92739
1925154,1090872
2391810,98115
1945897,1871385
1940071,91565
2127580,97189
2056530,101674
1926160,105188
2065552,97793
1927419,953471
1928407,1087575
1926814,88003
1922999,104395
1922720,960059
2056261,95943
2076662,103804
2065085,956632
1949932,1089567
1924237,98235
2200422,2685795
366939,105443
284380,103110
2194177,954502
283035,96183
356382,105511
1940612,101983
284668,95525
284660,103888
284582,96881
283184,104245
283190,103627
283241,96569
283239,104061
283425,95564
363810,103984
364931,1894585
914331,101336
283113,104984
283141,98466
2067698,103735
283169,100234
2774523,1086568
1929255,91311
283116,102686
1941411,102737
2103284,953212
361626,95461
283889,95451
284591,97147
599622,99457
283240,102209
1944744,1725356
366089,2685888
283128,102749
1923796,952149
1939163,952145
284586,99547
1914609,100485
600137,102169
600197,103516
363200,98905
363555,96961
283987,96954
284429,104820
1931991,100266
1931989,100269
363103,100477
283080,96580
283332,103642
283228,958511
283380,105528
2051307,103761
1942024,100651
2055359,2157097
365443,952266
365754,952484
599940,100417
2754043,105006
284871,952409
2069298,952972
2051287,951746
1934681,1090653
366791,92553
284409,91834
1952034,953055
1915473,100254
1920345,952152
1946196,953075
283976,105352
2258242,102152
1929519,105897
1925970,954083
283210,91897
599633,91778
2066505,91556
2272408,955042
1941067,94543
361698,102644
1940220,92093
284111,96635
1922201,94106
2272420,93716
361907,96398
284747,92181
284893,97062
2196279,103947
372515,92218
2257849,953568
283449,93482
1943383,102810
2202212,954186
957567,92100
1946802,93440
2272508,1848323
2272505,102270
374991,93179
2272514,98152
1917410,952159
2272550,1084674
957523,88624
2053236,1087236
1925338,93987
2198645,93486
2194278,1086902
2258530,102569
1927203,104280
361776,1090529
284206,1090512
370925,95991
1918561,98669
285117,1084369
957456,1086282
1949349,103527
284423,1726436
1935364,2040953
284509,1087447
1938165,97995
285068,108897
283024,92320
2053610,103444
283296,103405
283307,92336
1920564,1726412
2272732,958327
600023,99670
1927050,954916
2065598,2130404
2054216,93065
1927454,95649
1923770,102973
2053384,1084603
2107071,96204
283020,97557
283030,100667
283166,95908
914301,103750
302102,93530
1924844,95632
283865,96843
2111158,100748
2110322,99670
1941681,2128539
284630,102467
600470,92195
1921438,104247
1948959,98096
599604,94239
379448,102892
283115,102189
283189,103918
1937849,94703
1937845,94689
283422,97117
283379,96657
1951500,102716
283786,95139
2054321,101574
2117298,96394
2117315,102528
1925560,94903
284690,104555
284741,98763
356530,1089463
1942041,100816
362537,95742
1933504,100422
285027,98410
375879,1847165
2068924,104972
2120173,96394
2118991,953002
1926188,98170
1933539,93936
1923841,100380
1949505,100161
302110,93002
1950377,103797
600124,1089463
1939808,1089650
284976,98356
285109,97950
2067192,92158
1929002,93223
1915067,95273
2260537,96673
1921289,104036
361466,91710
914309,99466
1917426,94163
2054871,2026619
600093,93999
376215,98996
584267,954060
1926941,96294
283110,92802
283129,104379
363527,103047
599618,104662
361465,91837
283325,92149
584490,93308
584289,95276
283864,96843
283866,102872
283907,95537
284110,104451
374500,100825
914307,95445
1919640,91905
1943397,953580
1921269,95946
364518,97065
361753,952400
2051779,99191
1931134,93382
1939245,104797
1931571,91318
1920064,96625
1925684,105098
1921412,97615
1938149,105370
372976,100428
2053780,104699
374029,92319
363068,101722
1925591,100786
1925577,102806
2087628,97219
1912455,92073
1912341,96357
1937843,93418
1950661,101353
1929150,103900
2194514,1953515
1923777,97710
1925542,94823
1950867,98166
2066549,91470
1925528,954066
1952289,100263
379374,96719
2089124,952589
1931299,91708
2087020,2684158
1949372,104759
2054034,1090221
2053118,104844
2055431,951853
2054330,96535
2051005,101939
1949001,104796
2056486,96071
2056478,99124
2054236,105464
2055963,98693
2055956,103240
2056564,1884052
2127665,1086190
2127550,2144552
1941970,104472
2104620,952593
2056291,1087206
2103067,97997
2078108,102842
2083519,102318
2077252,1091843
2056488,101896
2055790,953628
2051666,103864
2055964,100433
2055343,95010
2055955,98695
2066507,1091065
2066325,96045
1951024,102293
2051414,103071
2112515,99626
2055478,95473
2052567,104451
2052950,104623
2052545,95933
2113924,103317
2065534,98847
1927037,93219
2127730,98997
2066421,96438
2052460,952946
2051506,97432
2068690,1894584
2065155,1894593
2052096,98431
2066504,91464
2067349,103839
1915872,958661
2052071,104703
2067342,105921
1924534,95594
